objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"T.I.M.E Stories: Expedition – Endurance","193527","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","109598286","6.5621","7.35185","2.25","0","10386","thing","T.I.M.E Stories: Expedition – Endurance","2","4","90","90","60","2017","3,4","4","14+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: The Marcy Case","180585","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","80013388","6.94976","7.47852","2.6733","0","17052","thing","T.I.M.E Stories: The Marcy Case","2","4","90","90","60","2015","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Taboo","1111","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","54335557","6.14312","6.32396","1.1991","2489","28910","thing","Taboo","4","10","20","20","20","1989","4,5,6,7,8,9,10","6,8","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Cat Goat Cheese Pizza","253664","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","149779138","6.15764","6.45382","1.0324","2421","27403","thing","Taco Cat Goat Cheese Pizza","2","8","30","30","10","2018","3,4,5,6,7,8","4,5,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco vs Burrito","249816","0","1","0","0","0","0","0","0","1","0","0","3","","Rating: Fair
Play: hand building
Thoughts: Easy to lose at last minute. ","","","","102404623","5.36874","5.0339","1","31200","3234","thing","Taco vs Burrito","2","4","45","45","15","2018","2,3,4","4","6+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tacta","401636","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","144692567","6.06854","6.6674","1.3243","2857","7092","thing","Tacta","2","6","20","0","20","2025","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Takenoko","70919","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50644877","7.05536","7.19592","1.9732","445","78640","thing","Takenoko","2","4","45","45","45","2011","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tall Tales: A Game of Competitive Story-Writing","323022","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","130539884","0","6.375","0","0","18","thing","Tall Tales: A Game of Competitive Story-Writing","3","12","60","60","30","2020","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tally-Ho","19442","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","42206748","5.50945","6.2475","1","23423","145","thing","Tally-Ho","1","5","0","0","0","1998","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tangled Twistmas Card Game","375562","0","0","0","0","0","0","0","0","1","0","0","3","","Kids","","","","130522624","0","5.1","0","0","46","thing","Tangled Twistmas Card Game","2","6","0","0","0","2022","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tangoes","983","5.5","0","0","0","1","0","0","0","0","0","0","3","","kids","","","","32084665","5.52702","5.74152","1.5758","17688","1454","thing","Tangoes","1","2","10","10","10","1980","1,2","1,2","6–8","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tangram 4","142519","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","34587457","0","6","2","0","28","thing","Tangram 4","2","4","30","30","30","0","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tantrix","1038","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","32084673","5.89953","6.35916","2.2134","3927","5219","thing","Tantrix","1","6","30","30","30","1991","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tatsu","181811","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","56693112","5.76001","6.67806","1.6875","5378","1367","thing","Tatsu","2","2","45","45","30","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Team Out! Hockey","18940","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","32084681","0","6.25","1","0","20","thing","Team Out! Hockey","2","6","30","30","30","1996","","","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tell Tale","68340","0","0","0","0","1","0","0","0","0","0","0","3","","kids","","","","55869015","5.51845","5.82888","1.1","20261","735","thing","Tell Tale","3","12","20","20","20","2010","3,4,5,6,7,8,9,10,11,12","3,4,5,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Temple Raider","367024","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","121479829","5.55871","6.91737","1.9091","12498","405","thing","Temple Raider","2","4","45","45","25","2022","2,3,4","4","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Termite Towers","338117","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130540283","0","6.40741","2","0","182","thing","Termite Towers","1","4","75","75","60","2022","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Terra Nova","364186","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137273539","6.33521","7.11053","2.8707","1775","5116","thing","Terra Nova","2","4","90","90","60","2022","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars: Ares Expedition","328871","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97763796","7.36958","7.63014","2.9275","195","40761","thing","Terraforming Mars: Ares Expedition","1","4","60","60","45","2021","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Terror Below","270138","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","80291554","5.96933","6.67015","1.96","3414","4269","thing","Terror Below","1","5","60","60","45","2019","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"That's Pretty Clever!","244522","0","0","0","1","0","0","0","0","0","0","0","3","","can","","","","80013147","7.35841","7.54659","1.852","203","47827","thing","That's Pretty Clever!","1","4","30","30","30","2018","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"There's a Moose in the House","12063","0","0","0","0","0","0","0","0","1","0","0","3","","kids","","","","54597662","5.41885","5.28217","1.027","31062","2324","thing","There's a Moose in the House","2","5","15","15","15","2004","2,3,4,5","4","5–10","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Thief: A High-Speed Card Chase","442082","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","149770759","0","6.90625","0","0","68","thing","Thief: A High-Speed Card Chase","2","8","30","30","30","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Thief's Market","182351","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","62337231","5.89987","6.44102","1.9333","3923","4656","thing","Thief's Market","3","5","50","50","30","2016","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Thing: Infection at Outpost 31","226634","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","136903048","6.19195","7.24116","2.3333","2296","4254","thing","The Thing: Infection at Outpost 31","4","8","120","120","60","2017","5,6,7,8","8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Think-ets","33447","0","0","0","0","0","0","0","0","1","0","0","3","","bin","","","","34587299","0","0","0","0","10","thing","Think-ets","1","12","2","2","2","2007","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"ThinkBlot","2878","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","54335875","5.39655","4.44319","1","31140","909","thing","ThinkBlot","2","6","45","45","45","1997","4,5,6","4,5,6","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Through the Desert","503","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","148901621","6.98035","7.19962","2.1613","528","21767","thing","Through the Desert","2","5","45","45","45","1998","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Throw Throw Burrito","274533","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","119378344","5.90399","6.21167","1.092","3884","19842","thing","Throw Throw Burrito","2","6","15","15","15","2019","3,4,5,6","4,5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tic-Tac-Toe","11901","5","0","0","1","0","0","0","0","0","0","0","3","","bin","","","","32084730","3.7018","2.78446","1.2733","31361","1991","thing","Tic-Tac-Toe","2","2","1","1","1","-1300","2","2","4–14","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride","9209","7.5","0","0","1","0","0","0","0","0","0","0","3","","Love, love, love this game!","","","","32084748","7.25913","7.384","1.8187","263","151529","thing","Ticket to Ride","2","5","60","60","30","2004","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride Map Collection 4: Nederland","147938","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","32084743","6.53136","7.35148","2.1333","0","10520","thing","Ticket to Ride Map Collection 4: Nederland","2","5","60","60","30","2013","3,4,5","4,5","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Ticket to Ride: Europa 1912","53383","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","80013374","6.9981","7.63098","1.9294","0","21377","thing","Ticket to Ride: Europa 1912","2","5","60","60","30","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Ticket to Ride: Europe","14996","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137262930","7.39291","7.52244","1.9148","180","140562","thing","Ticket to Ride: Europe","2","5","60","60","30","2005","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: First Journey (U.S.)","205125","0","0","0","0","1","0","0","0","0","0","0","3","","Kids","","","","51961170","6.18666","6.83938","1.3704","2308","8946","thing","Ticket to Ride: First Journey (U.S.)","2","4","30","30","15","2016","2,3,4","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: London","276894","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","101390490","6.56857","7.04196","1.3475","1178","16106","thing","Ticket to Ride: London","2","4","15","15","10","2019","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: New York","253284","0","1","0","1","0","0","0","0","0","0","0","3","","Game Play: set collecting
Our Rating: Good
Thoughts: Better for 8-10 YO.  Rules slightly modified from original rules.
","","","","66266541","6.52343","6.87857","1.2701","1286","18360","thing","Ticket to Ride: New York","2","4","15","15","10","2018","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: San Francisco","362541","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","136976331","6.1202","7.12417","1.6429","2594","6032","thing","Ticket to Ride: San Francisco","2","4","15","15","10","2022","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: The Dice Expansion","38454","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","119254586","5.5407","5.69384","1.5238","0","2766","thing","Ticket to Ride: The Dice Expansion","2","5","50","50","30","2008","2,3,4,5","4","6+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Ticket to Ride: USA 1910","24439","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119254576","7.52523","7.99262","1.8882","0","28828","thing","Ticket to Ride: USA 1910","2","5","60","60","30","2006","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
