ver_id,id
199340,2184
199340,2188
210690,2184
210690,2194
22256,2186
22256,2204
25305,2183
25305,2187
168311,2187
27817,2188
22193,2188
166054,2188
425764,2193
169765,2193
269997,2193
137272,2195
135724,2195
166152,2199
233916,2203
25602,2203
33185,2203
142987,2181
24172,2184
25245,2184
283616,2184
40908,2187
26457,2188
298181,2188
91793,2193
174090,2193
30849,2199
49802,2203
24350,2184
514063,2181
175487,2184
190701,2184
586061,2184
586061,2187
388812,2184
388812,2187
514060,2184
514060,2187
234622,2187
388811,2188
388811,2203
587546,2195
43992,2184
43992,2187
43992,2188
230554,2184
230554,2187
230554,2188
337856,2199
520050,2203
91520,2184
91520,2187
91520,2188
80883,2181
140106,2180
20626,2183
20613,2184
450339,2184
22507,2186
30417,2187
23944,2188
251702,2191
25348,2193
293295,2193
67911,2194
279379,2195
151511,2198
70227,2199
304670,2199
582423,2188
224419,2202
30413,2203
549135,2181
453937,2180
439604,2184
447903,2187
440176,2188
441835,2191
440823,2193
498128,2195
440243,2199
454109,2200
482134,2202
440193,2203
403879,2181
404126,2180
448025,2183
260845,2184
356944,2184
337458,2187
328528,2188
373692,2189
443144,2193
440292,2195
324940,2199
356122,2200
468044,2202
298634,2203
478334,2665
310025,2181
335024,2180
293790,2183
276772,2184
487926,2184
264907,2184
264907,2188
346140,2184
346140,2188
298248,2187
390702,2188
342583,2191
291636,2193
364249,2194
295223,2199
333715,2200
333715,2203
291526,2203
259820,2181
571501,2181
401225,2180
215661,2184
242439,2187
229503,2188
348617,2191
265952,2193
241388,2194
303927,2195
225993,2199
246796,2200
246384,2202
450923,2202
235356,2203
355352,2180
548934,2184
334059,2184
332625,2184
344275,2187
551713,2181
339937,2188
318060,2193
355353,2194
440294,2195
366947,2199
376145,2200
390813,2202
355210,2203
355961,2181
403799,2181
349209,2180
321084,2184
408614,2187
369820,2188
420676,2191
398416,2193
465232,2194
393142,2199
408690,2200
388686,2202
387769,2203
587912,2181
583836,2180
584006,2183
484354,2184
546711,2184
587899,2187
588795,2188
589553,2191
561366,2193
576096,2195
558066,2199
577831,2203
597481,2665
517680,2181
531260,2180
459030,2184
508401,2187
503878,2188
523478,2191
555051,2194
535365,2195
598440,2200
545881,2200
557551,2199
473392,2202
579366,2181
479482,2203
517451,2665
502020,2185
502020,2196
502020,2197
550993,2181
552986,2181
264689,2180
268502,2183
495998,2184
543420,2184
564761,2184
590783,2184
256229,2184
423492,2184
447776,2184
273596,2187
500297,2187
389672,2181
247633,2188
530329,2188
530330,2188
530452,2188
600250,2188
301283,2189
446665,2190
271075,2191
538067,2191
257824,2193
498821,2193
538660,2194
556069,2194
277499,2195
594740,2195
292797,2199
400339,2182
400339,2186
400339,2198
400339,2204
530457,2199
567604,2199
311555,2200
272642,2199
330246,2201
307463,2202
286619,2203
598657,2203
